joke,total_votes,positive_votes,negative_votes
"В самолете инструктор разъясняет начинающим парашютистам правила передпервым прыжком:- Вот теперь мы начинаем прыгать! Не забывайте - выпрыгнул и начинаешьсчитать: один, два, Караганда - и дергаем за кольцо, открываем парашют!Все ясно? Ну, пошли!Все новички по очереди выпрыгивают, последним прыгает Вася с ярко-краснымпарашютом. Инструктор выглядывает из самолета, считает раскрывшиесяпарашюты - нигде нет красного купола. Вася как в воду канул, нигде невидно. Инструктор высовывается из самолета еще больше, напряженно смотритвниз и вдруг замечает, что Вася одной рукой держится за крыло самолета,а другой машет ему и кричит:- Эй, а ну-ка еще раз, как называется этот город?",473.0,310.0,163.0
"Зашел мужик в бар типа пивка попить. Пьет себе и видит - бар странныйкакой-то, одни мужики, и у всех рожи педерастические. Ну, думает,попал. Надо сваливать. Быстро пиво допил, забежал отлить в туалет,а там картинка - трое мужиков одновременно трахаются. Ну, этот мужикотттуда выскакивает и к бармену:- Там это...ужас у вас в туалете. Трое в цепочку выстроились...и это... Кошмар.А бармен так спокойно:- Тот что в середине, он такой здоровый, с рыжей бородой?- Точно. А как вы догадались?- Интуиция. Этот хрен, он и в покер всегда выигрывает.",540.0,511.0,29.0
"- Почему летчики бывают лысые и седые?- ???- Лысые - потому что в летные училища набирают кого ни попадя,они начинают учиться, учиться, учиться и от перенапряжения лысеют.- А седые?- А седые бывают от того, что они с лысыми летают.",31.0,20.0,11.0
"Приходит мужик к соседу и говорит:- Миколо, дай два ведра воды.- Та бери ж уже...Взял, пошел к себе, а хозяин и думает:- Тю, блин, та у него ж такий же!?Надо ж посмотреть, зачем ему вода!Вышел на крыльцо и смотрит: сосед подходит к своему колодцуи выливает эти два ведра в него. Первый же в непонятке:шо за х...ня? Тут опять приходит этот сосед и просит еще дваведра воды. Первый не выдержал:- Та на який х...й тобi та вода?- Теща йшла по двору та впала у колодязь.- Ну так i шо?- Так халэпа ж, води тiлькi по груди!",37.0,24.0,13.0
"Супружеская чета ссорится по поводу цвета, в который надо покрасить потолок вспальне. Решают спросить у кого-нибудь постороннего. Выходят на улицу и задаютэтот вопрос случайному прохожему. Тот отвечает, поразмыслив: ``Мне кажется,права Ваша жена, мсье``. - ``Почему?`` - спрашивает муж. Прохожий тонко улыбается:``Мне кажется, она чаще Вас видит потолок в спальне``. Супруги недоуменнопереглядываются: ``Месье - провинциал?``",83.0,67.0,16.0
,,,
"Общество, которое говорит мужчине без денег, что он не достоин женщины, не имеет права требовать от мужчины с деньгами быть достойным только одной женщины.",394.0,295.0,99.0
Причины головной боли у женщин:а) Давлениеб) Стрессв) Цветочная пыльцаг) Плохие запахид) Мамае) Детиж) Начальникз) Коллегии) Секск) Деньгил) Отсутствие детейм) Отсутствие сексан) Отсутствие денег.Причины головной боли у мужчин:а) Женщинаб) Удар топором.,392.0,321.0,71.0
"Создатель Вселенной:- Я дарую тебе величайший шанс: у тебя есть всего один вопрос, который ты можешь мне задать.Я:- Какой?",335.0,278.0,57.0
"Цезарь стал салатом, Наполеон - тортом. Интересно, чем потом станет Путин?",530.0,406.0,124.0
"Как вкладчик ВТБ, я ведь тоже немножко… ну, как могу… содержу Наилю Аскер-заде.",507.0,412.0,95.0
"- Уважаемые пассажиры, через несколько минут мы совершим посадку в аэропорту имени Ломоносова. По выходу из самолёта вы с ближайшим рыбным обозом пешком отправитесь в Москву.",558.0,434.0,124.0
Пойду домой. Сегодня дома никого нет. Я не могу это пропустить.,408.0,364.0,44.0
,,,
Не расстраивайся из-за людей. Они все умрут.,555.0,480.0,75.0
"Мне кажется, что госнаркоконтроль уделяет мало внимания людям, которые придумывают узоры для ковров.",619.0,547.0,72.0
"Краткое содержание заключительного сезона медицинского сериала  ""Интерны"": врачей сокращают, больницу сносят, на её месте возводят храм.",687.0,553.0,134.0
"В Украине студентов освободили от занятий. И они с радостными криками ""Не учиться, не учиться и еще раз не учиться"" снесли памятник Ленину.",454.0,366.0,88.0
"Попытался заменить в своём лексиконе ""Да вы ох*ели!"" на ""Да вы, верно, шутите?"". Эффект поразительный.",509.0,451.0,58.0
"- Сёма, ну как ужин, вкусно?- Ты что, Люся, опять поругаться хочешь?!..",602.0,518.0,84.0
"В магазине:- Послушайте, ваше средство от моли никуда не годится. Моль жрет его судовольствием!- Тогда все в порядке. Пока она жрет, ей не до одежды.",392.0,319.0,73.0
,,,
"- Вова, а что мы будем делать, если народ захочет нас придушить?- Не боись, Дима. За границу сбежим.- А через какую границу пойдем?- Через китайскую.- Китайская граница далеко.- К тому времени будет близко.",506.0,354.0,152.0
"Одну известную актрису и телеведущую спросили:- В чем, по Вашему мнению, заключается секрет успеха?- Главное - оказаться нужным местом в нужное время.",402.0,292.0,110.0
Незатейливый свекольный салатик украсит ваши стол и стул!,266.0,173.0,93.0
Объявление в Москве от 08.12.2006Подарю лыжи.,319.0,219.0,100.0
"Билл Гейтс на приеме у своего психоаналитика:- Мистер Гейтс! Я еще могу согласиться, что все зло в мире от яблок ипингвинов, но что именно в вашу честь миллиард назвали биллионом...",406.0,310.0,96.0
"Если бы мужчина как лев мог спариваться 50 раз в сутки, то сколько жеему потребовалось бы здоровья, чтобы столько курить.",433.0,188.0,245.0
Надпись на кабинете рентгеноскопии: Просветим Вас в любой области.,321.0,186.0,135.0
"В. С. Черномырдин открыл гостиницу для иностранных туристов и назвалHotel ""Kak luchshe""",411.0,204.0,207.0
Правительство США объявило награду за голову Бен Ладена - 25 000 000$.Правительство Израиля подумало и добавило к этому 30 серебрянников.,743.0,409.0,334.0
"Негр идет в церковь. А у входа табличка - ""Только для белых"".Он разворачивается, идет, горюет:- О Боже, что ж за жизнь такая, даже в церковь не пускают!...А тут ему голос с небес:- Да ты, парень, особо не переживай. Я там тоже не бываю...",490.0,318.0,172.0
"- Дорогой, мне кажется, нам пора завести ребенка.- Это зачем еще?- Ну кто-то же должен выносить мусор.",433.0,422.0,11.0
"Откуда берутся вьетнамские имена?После рождения ребенка папа швыряет на кухне об пол кастрюлю.Как прогремела, так и назвали - Бам Ван Донг, Хан Лонг Гонг.....",23.0,15.0,8.0
"- Жоpа, возми меня...- С собой?- Hет, сейчас.",28.0,19.0,9.0
"``В подъезде стояли трое: он, она и у него``",53.0,44.0,9.0
,,,
- Чего бы водрузить на вершину ёлки?- Грабли!- Почему грабли?!- Ну вилы - не наш символ...,322.0,225.0,97.0
"Единственный человек, с которым вы должны сравнивать себя – это вы в прошлом.И единственный человек, лучше которого вы должны быть – это вы сейчас.© Зигмунд Фрейд",348.0,295.0,53.0
"Женщина, помни: разводясь с мужчиной, ты толкаешь его обратно в зону комфорта!©",334.0,275.0,59.0
"Бабушка попросила купить ей локдаун, так как услышала по ТВ, что локдаун - лучшее средство против коронавируса.",392.0,325.0,67.0
"Слежка установила, что объект страдает манией преследования.",380.0,346.0,34.0
"Российским конструкторам удалось создать автомобиль, имеющий аналоги в мире.",481.0,393.0,88.0
"Врач сказал, что тренировки добавят мне годы жизни. Я сделал 15 отжиманий и чувствую себя на 85 лет.",412.0,351.0,61.0
,,,
"Бога никто не видел, но в него верят. Депутатов видели все, но в них не верят.",498.0,415.0,83.0
"Человечество высадилось на Луну раньше, чем изобрело чемодан на колёсиках.",607.0,530.0,77.0
Секрет продвижения по службе.Получил зарплату младшего научного сотрудника. Перевел в доллары. Через 2 дня доллары продал и получил зарплату старшего научного сотрудника.,478.0,410.0,68.0
Позавчера Олег Газманов наконец-то закончил прыгать над новым альбомом.,324.0,278.0,46.0
Развитие интернета уже намного опередило развитие его пользователей.,446.0,404.0,42.0
"Можно дружить семьями, драться дворами, соревноваться школами, а Кадыровдоказал, что можно ещё и голосовать республиками...",672.0,546.0,126.0
Новую собаку Владимира Путина в конце концов решили назвать в честьхозяина - ВлаПу.,471.0,354.0,117.0
,,,
"Старость - это когда резиновую женщину используешь вместо грелки,наполняя её на ночь горячей водой.",364.0,267.0,97.0
"Если женатый мужчина говорит: ""Мне надо это обдумать"", значит он пока незнает, что на это скажет его жена.",389.0,275.0,114.0
МТС: новый тариф “Шиза” - позвони себе сам!,178.0,125.0,53.0
"Боюсь огорчить, но результаты Вашего вскрытия...",258.0,163.0,95.0
"Что ждать от современного кинематографа?1. Если главному героя приставили к голове пистолет огромного размера, излодей просит его помолиться перед смертью, значит через секундусексапилньая дамочка обязательно даст ему лопатой по голове.2. Если в мчащегося на мотоцикле героя сбоку стреляют из автоматов 20человек, то следы от пуль будут равномерными линиями вздыматьсяпаралельно направлению движения героя.3. Таймер на детонаторе всегда остановится за 0,01 секунду до всеобщегопи**ца.4. Если, даже в самую кошмарную автомобильную аврию попадаетположительный герой, он с небольшими кровоподтеками на лицесамостоятельно выберется из разбитой машины.5. Если же в аврии участвует отрицательный герой или вообще посторонниелица, то с вероятностью 100% экран телевизора украсится взрывомужасающего масштаба.6. Джеймс Бонд не умрет никогда.7. В любом фильме с Камерон Диаз ее кто-нибудь трахнет.",433.0,323.0,110.0
"Пир у Екатерины. Тост Потемкина:- Я пью за тот ход, откуда вышел весь народ!Ответный тост императрицы:- Я пью за здравие ключа, который входит, не стуча!",474.0,207.0,267.0
"Английский лорд важно говорит своему дворецкому, который кормит рыбок ваквариуме:- Джон, завтра мы уезжаем в мое имение, пожалуйста, передайте Смиту, чтов течение месяца он будет солить рыбок вместо Вас!VxL",394.0,222.0,172.0
- У моего компа появился вирус.- И что ты сделал?- Укол.- Куда?- Под мышку...,400.0,197.0,203.0
"Новый русский говорит жене:- Давай твою маму в санаторий для глухонемых на месячишко-другойотдохнуть отправим.- Что она там будет делать, у нее прекрасная дикция и изумительный слух.- А как насчет пословицы: ""С кем поведешься - от того и наберешься""?- Идиот, эта пословица не работает. Твоя жена гинеколог, а ты до сихпор ж%&у с п%&дой путаешь.",890.0,313.0,577.0
Пятнадцать радостей брака для мужчины:1. Бесплатный секс2. Готовая еда3. Чистые и глаженные вещи4. Есть на кого сорваться5. Есть на кого все свалить6. Есть кому изменить7. Есть с кем смотреть телик8. Есть кому убирать дом9. Есть кому рожать10. Есть на кого пожаловаться11. Есть от кого прятать заначку12. Есть кого послать13. Есть кого побить14. Есть кому быть матерью15. Есть с кем развестись,647.0,376.0,271.0
"Папаша ругает своего сына:- @#$#@, совсем обленился, не работаешь, не учишься. Хотя бы женился,жена родила бы тебе детей, может образумишься.Сын:- Хорошая мысль, папа, а ты не знаешь где можно найти беременную невесту?",403.0,393.0,10.0
Гормонально развитая личность.,13.0,9.0,4.0
"Идет слоненок по джунглям, навстpечу ему удав:- Здpавствуй, слоник *уй во лбу.Слоненок не обpатил внимания. Опять встpечает удава, тот:- Здpавствуй, слоник *уй во лбу.Слоненок обиделся и побежал к маме жаловаться.Та ему сказала, что нужно сделать. Опять встpечает удава.- Здpавствуй, слоник *уй во лбу.- Здpавствуй, моpда на *ую.",20.0,13.0,7.0
"Летят два комара, вдруг один падает внизВторой спрашивает:- Что случилось?(1) - Да муха в глаз попала.",49.0,38.0,11.0
,,,
"- Петрович. Вот бабы говорят, что ты – отменный любовник, что руки у тебя золотые, и ты мастер домашний отменный. Да и трудолюбивый. И, при кажущейся простоватости, начитан, образован, по театрам и концертам ходить. Да и не пьешь.- Опять эти незаслуженные наговоры…",238.0,168.0,70.0
Цель гуманитарного образования - научить человека философски относиться к вечной нехватке денег.,269.0,237.0,32.0
"Как правильно пить красное вино:1. Откройте бутылку и дайте вину подышать.2. Если вам кажется, что вино не дышит, сделайте бутылке искусственное дыхание ""рот в рот"".",361.0,283.0,78.0
"Местная реклама: ""Купи шубу по цене фабрики"". Какая-то дорогая шуба.",340.0,293.0,47.0
"Фонд борьбы с коррупцией, учрежденный правительством, был расхищен неустановленным кругом лиц.",400.0,317.0,83.0
Из-за массовых сокращений в сфере здравоохранения в больнице теперь принимает ухо-горло-глазо-сердце-почка-нерво-зубо-нос.,422.0,348.0,74.0
"Наконец-то кандидат ""Против всех"" Собчак получила достойного соперника - кандидата ""Все за меня"".",499.0,387.0,112.0
,,,
"Вступать в полемику имеет смысл только с человеком, которому интересно ваше мнение. Все остальное, как правило, бесполезная трата времени и душевных сил.",426.0,371.0,55.0
"- Доктор, как прошла операция?- Ещё никак, но раз уж вы не спите, придержите зажимчик вот здесь.",584.0,508.0,76.0
"— Я считаю, что ты неправ.— Пересчитай.",427.0,380.0,47.0
Проспал 11 часов и не выспался. Я такой ненасытный в постели!..,288.0,256.0,32.0
"Раньше говорили СЫН ПОЛКА, и все вокруг понимали, что паренёк воюет за Родину...А сейчас говорят ДОЧКА ОБОРОНСЕРВИСА, и все понимают - чья-то любовница опять ворует...",470.0,407.0,63.0
"У мужика в клетке жил попугай. И вот у этого попугая стал загибатьсяклюв, и попугай уже не мог клевать корм. Мужик испугался и побежал кветеринару. Тот ему посоветовал:- А вы напильником аккуратно подпилите, и всё будет хорошо.Встречает как-то доктор мужика и спрашивает:- Ну и как попугай?- Да сдох.- Как?! Это же безопасная процедура.- Да я подозреваю, он ещё в тисках сдох.",594.0,475.0,119.0
"По мнению экспертов Правительства, в России уже прямо в следующем годуможно будет создать сеть платных дорог.Исследования показали, что для этого не нужны ни инвестиции ни,собственно, сами дороги. Достаточно при въезде на любую дорогу брать по100 рублей при условии, что там не будет ни одного гаишника...",372.0,299.0,73.0
,,,
"Умом Россию не понять, и остается только печень...",363.0,231.0,132.0
"Заявление в ГАИ на выдачу дубликата номеров.""Двигаясь на технически неисправном автомобиле, по встречной полосе, всостоянии алкогольного опьянения проехал перекресток на красный свет.Заметив это, резко затормозил, потерял управление и врезался вобледеневший сугроб. В результате у автомобиля отвалился бампер спередним номером. Не заметив этого, сдал назад и уехал домой. Пропажуобнаружил в конце следующего дня... """,343.0,238.0,105.0
"Девушка приходит к врачу:- Доктор, я разговариваю с плюшевыми игрушками. Это нормально?- Ну, многие девочки в детстве разговаривали со своими игрушками...- Да, но они мне отвечают!- Это уже сложнее. А кем вы работаете?- Тетей Оксаной в ""Спокойной ночи, малыши""...",170.0,118.0,52.0
Люди! Погода зависла! Перезагрузите!!!,247.0,149.0,98.0
После выборов в Тамбовской области в областную думу герб областипоменяли (был улей и три пчелы) на медведя жрущего мед.,345.0,257.0,88.0
Вам никто не звонит? Не приходят SMS-ки от друзей?Положите на мобильник!,401.0,110.0,291.0
"Разговариваю 2 новых русских:- Прикинь, сегодня у своего джипа колесо проколол об бутылку кефира.- Как это ты ее не заметил?- А че ее под пальто прятали....",401.0,192.0,209.0
Шахид - кавказец за рулем ВАЗ 2106,388.0,168.0,220.0
"- Дяденька, извините пожалуйста, разрешите мне, пожалуйста, попросить вас?- Конечно, мальчик!- Иди на хуй отсюда, пиздюк ебнутый, мать твою в рот ебать!",998.0,268.0,730.0
Английский я выучил еще в школе. Наизусть.,456.0,277.0,179.0
"В одном старинном доме жили два врача разных взглядов на психотерапию.Встречаясь каждое утро, проходя мимо швейцара, они здоровались друг сдругом и затем один из них плевал в лицо другому. Тот доставал платок,утирался и они расходились. Два года швейцар терпел все это, на третийне выдержал и спрашивает у того, кто плевал:- Что такое случилось, что вы каждое утро плюете в лицо своему коллеге?- Не знаю, это его проблемы.",299.0,284.0,15.0
"Заходит мужик в приемную директора и ждет приема.Из кабинета директора выходит другой, весь красный,взъерошенный, глаза бешеные, спрашивает первого:- Ты чего здесь делаешь?- Да вот вызвали, сказали - заслушивать будут...- Ну да, певец нашелся, ебать тебя будут, а не заслушивать!",16.0,9.0,7.0
"Хоронят нарка. Идет похоронная процессия, а впередидва чувака несут венок, на ленточках которого написано:``Вася, ты не умер - ты гонишь!``",19.0,11.0,8.0
На повестке дня колхозного партсобрания два вопроса: строительство сарая истроительство коммунизма.- Ввиду отсутствия досок сразу переходим ко второму вопросу - сразу началпарторг.,33.0,27.0,6.0
,,,
"Атеист, дружественный к верующим — БОЖЕПОЗИТИВНЫЙ",240.0,148.0,92.0
Наполеон Бонапарт и Гай Юлий Цезарь собрались за столом.- Что есть будем?- Давай салат и торт.,336.0,262.0,74.0
Лайфхак как избежать 3-й мировой: Посадить двух пенсионеров перед компьютерами и включить скайп.,436.0,304.0,132.0
"Мало кто знает, что для визита Путина построят второй Тобольск, чтобы граждане не знали, в каком именно он находится.",465.0,346.0,119.0
"Каждый год смотрю конкурс «Евровидение» и всегда удивляюсь его популярности. Нет, но каким же идиотом надо быть, чтобы из года в год смотреть «Евровидение»!",368.0,297.0,71.0
— Я так больше не могу. Нам нужно расстаться.— Это потому что у меня член 13 сантиметров?— Да.— Пиздец ты суеверная!,499.0,384.0,115.0
"Меня раздражают люди, кто говорит, что ""тебе не нужен алкоголь, чтобы радоваться жизни"".Чтобы бегать не нужна спортивная обувь, но она блин реально помогает!",465.0,355.0,110.0
,,,
"Не забывайте, что приём шоколада для ускорения работы мозга эффективен только когда есть что ускорять, иначе можно остаться тупым и жирным.",424.0,368.0,56.0
Правительство призывает к импортозамещению.Недовольные российские граждане будут замещены довольными импортными.,655.0,528.0,127.0
"- Слышь, Вань, смотри какие клоуны!- Зин, ну сколько можно! Тебе еще не надоели смотреть эти дебаты в думе?",415.0,343.0,72.0
"Ты упорно тренировался весь год, распутывая наушники. Теперь я вижу, что ты готов к самому суровому испытанию. На, держи! Это новогодняя ёлочная гирлянда...",294.0,255.0,39.0
"Девушки, выходите замуж! Ни один мужчина не должен остаться безнаказанным!",460.0,389.0,71.0
"Вовочка сидит, обедает. Видит на столе торт, и спрашивает маму:- Мам, а этот большой кусок торта, ты для себя оставила?- Нет. Для тебя.- Такой малюсенький кусочек?",650.0,498.0,152.0
"Правительство не станет для населения увеличивать срок выхода на пенсию.Ежегодно повышая на 20% платежи за коммунальные услуги и снижая такимобразом возможности для выживания пенсионеров, власти удерживают ихобщее количество на минимальном, приемлемом для себя уровне.",416.0,319.0,97.0
,,,
Что за ирония судьбы: почему в КВД всегда самые красивые медсестры?,282.0,187.0,95.0
"Змей Горыныч может пить, есть и дышать на гаишников одновременно.",238.0,170.0,68.0
"Ученые заверяют, что неандертальцы вымерли 30 тысяч лет назад. Хотятолько что один подходил, просил документы предъявить.Нольвосьмидесятый.",161.0,102.0,59.0
Экстравакантная дама,199.0,107.0,92.0
"Дон Кихот: Санчо, ты мне друг?Санчо: Нет уж, Дон, хватит! Давай до баб доедем!",261.0,194.0,67.0
"Две сестры, глухонемые от рождения, вышли замуж в один день. Наследующее утро они рассказывают друг дружке о проведенной первой брачнойночи. Первая с довольной улыбкой на лице показывает сестре два апельсинаи сардельку.А вторая первой со слезами на глазах показывает две горошины изубочистку.",466.0,110.0,356.0
"Курсант школы милиции попал на время практики в следственный отдел вРОВД своей родной деревни. Как то выезжает опергруппа на убийство, и онс ними. В одном дворе, рядом с большей кучей дров находят мертвогомужчину, лет пятидесяти. Седователь осмотрел место проишествия, закурил,и начал писать протокол: На Ул. Пушкина,45 был обноружен труп мужчины,волосы темные, рост средний, голова окровавлена. Со слов понятых,мужчина с утра колол дрова, бревно во время удара отскачило, и ударилоего по голове. Отсюда с уверенностью можно сказать, что это несчастныйслучай.Курсант подходит к следователю, и говорит на ухо: ""тов. лейтенант, так унего же из спины топор торчит, не похоже на несчастный случай...""- Это как это не похоже, еще как похоже, бревно по голове отскочило, атопор по спине... - с кем не бывает.",408.0,163.0,245.0
"Из заявления: ""Примите меня в КП. В СС я уже был.""",411.0,127.0,284.0
"Дочка пишет маме письмо: приветик мама, у меня все хорошо, у меня СПИД.Мать, прочитав такое, вылетает к дочке.Приехав к дочери, мать спрашивает:- Это правда?!!Дочь:- Мам, ты что, это я для конспирации написала:Сахар Приобрела Ищи Дрожжи",850.0,128.0,722.0
"Летят в самолете Путин, Кучма и Лукашенко. Неожиданно загорается двигатель,и самолет начинает падать. Все трое ищут спасательные средства,но оказывается, что есть только один парашют на троих.Лукашенко говорит:- Давайце устроим рэферэндум. Хто пабедзит, тот и прыгнет с парашутам.Кучма и Путин согласились. ""Повезло"", естественно, Лукашенко, и тот выпрыгнулс парашютом.Самолет продолжает падать, а Кучма говорит Путину:- Что-то, Володя, я не пойму: нас тут трое было, а Григорьевич выйгралу нас с преимуществом в 10 голосов.Тарас Кутняк",552.0,301.0,251.0
В женском батальоне.- По порядку номеров расчитайсь!- Первый.- Второй.- Третий.- Нулевой!- Как нулевой!? Вот почему грудь четвертогочеловека не видать!!!,299.0,279.0,20.0
"Гениталии всех стран, соединяйтесь!",18.0,10.0,8.0
"Гоpбачев пеpед сном молится:- Господи, напpавь и укpепи... господи, напpавь и укpепи...Раиса:- Мишенька, ты бы молился об укpеплении, а напpавить яи сама могу.",18.0,9.0,9.0
В понедельник Штирлица повели на растрел.- Тяжело начинается неделя - подумал Штирлиц.,32.0,26.0,6.0
